pickup_date,temp_max,temp_min,temp_mean,precip_mm,snow_mm,wind_max,weather_code,conditions
2023-12-15,12.5,-0.6,4.5,0.0,0.0,16.6,3,Partly cloudy
2023-12-16,11.6,3.0,6.1,0.0,0.0,12.6,3,Partly cloudy
2023-12-17,13.1,5.2,9.5,16.8,0.0,23.0,63,Rainy
2023-12-18,15.6,5.9,11.6,78.9,0.0,53.5,65,Rainy
2023-12-19,6.2,-0.9,3.0,0.0,0.0,24.0,3,Partly cloudy
2023-12-20,7.6,-3.7,1.3,0.0,0.0,16.4,1,Partly cloudy
2023-12-21,4.4,-2.7,0.9,0.0,0.0,20.9,1,Partly cloudy
2023-12-22,2.7,-5.6,-2.1,0.0,0.0,13.1,3,Partly cloudy
2023-12-23,6.0,-3.4,0.7,0.5,0.0,9.7,51,Rainy
2023-12-24,8.8,1.2,4.3,0.0,0.0,7.6,3,Partly cloudy
2023-12-25,11.6,1.3,5.9,0.0,0.0,8.6,3,Partly cloudy
2023-12-26,7.7,3.0,4.8,0.0,0.0,7.3,3,Partly cloudy
2023-12-27,9.1,5.3,6.9,5.2,0.0,16.1,61,Rainy
2023-12-28,11.7,8.6,9.9,40.1,0.0,23.8,65,Rainy
2023-12-29,13.4,7.3,9.6,0.4,0.0,18.1,51,Rainy
2023-12-30,8.0,1.3,5.4,0.1,0.0,26.6,51,Rainy
2023-12-31,6.5,-2.0,2.8,0.0,0.0,15.9,3,Partly cloudy
