pickup_date,trip_count,month,day_of_week,is_weekend,week_number,zscore,zscore_anomaly,if_anomaly,confirmed_anomaly,anomaly_score,causal_label,mode,anomaly_label,month_name
2023-05-07,99046,5,6,1,18,-0.15834000875820817,False,False,False,0.062199812767263274,Normal variation,Taxi,Normal,May
2023-05-08,96469,5,0,0,19,-0.301942033497409,False,False,False,0.10877893013672868,Normal variation,Taxi,Normal,May
2023-05-09,113527,5,1,0,19,0.6486064096540415,False,False,False,0.12985272470153125,Normal variation,Taxi,Normal,May
2023-05-10,118501,5,2,0,19,0.9257800499539193,False,False,False,0.13361445066464522,Normal variation,Taxi,Normal,May
2023-05-11,127487,5,3,0,19,1.426520365944008,False,False,False,0.09363416683837078,Normal variation,Taxi,Normal,May
2023-05-12,123142,5,4,0,19,1.1843974332735276,False,False,False,0.11011515843743663,Normal variation,Taxi,Normal,May
2023-05-13,119424,5,5,1,19,0.9772137592415725,False,False,False,0.06468911140345357,Normal variation,Taxi,Normal,May
2023-05-14,107191,5,6,1,19,0.2955360065699994,False,False,False,0.04230502765254829,Normal variation,Taxi,Normal,May
2023-05-15,106669,5,0,0,20,0.26644781995228,False,False,False,0.10613790705469306,Normal variation,Taxi,Normal,May
2023-05-16,122254,5,1,0,20,1.1349140813261431,False,False,False,0.1096028100824063,Normal variation,Taxi,Normal,May
2023-05-17,129733,5,2,0,20,1.551677582693812,False,False,False,0.0642633476151363,Normal variation,Taxi,Normal,May
2023-05-18,132071,5,3,0,20,1.6819614530237506,False,False,False,0.06055888723782976,Normal variation,Taxi,Normal,May
2023-05-19,125192,5,4,0,20,1.298632648917828,False,False,False,0.09479419837720121,Normal variation,Taxi,Normal,May
2023-05-20,116684,5,5,1,20,0.8245286417462638,False,False,False,0.07176915561987374,Normal variation,Taxi,Normal,May
2023-05-21,100357,5,6,1,20,-0.08528519524129226,False,False,False,0.06302802684123943,Normal variation,Taxi,Normal,May
2023-05-22,101532,5,0,0,21,-0.019808913103705535,False,False,False,0.10151171384659546,Normal variation,Taxi,Normal,May
2023-05-23,114110,5,1,0,21,0.6810937904933717,False,False,False,0.12720899727866175,Normal variation,Taxi,Normal,May
2023-05-24,122870,5,2,0,21,1.1692403705148693,False,False,False,0.12385954661432724,Normal variation,Taxi,Normal,May
2023-05-25,114699,5,3,0,21,0.7139155183053195,False,False,False,0.13050400563221548,Normal variation,Taxi,Normal,May
2023-05-26,99948,5,4,0,21,-0.10807651387471606,False,False,False,0.10473617173753125,Normal variation,Taxi,Normal,May
2023-05-27,91615,5,5,1,21,-0.5724287343449375,False,False,False,0.05914373408368967,Normal variation,Taxi,Normal,May
2023-05-28,81428,5,6,1,21,-1.1400941693539552,False,False,False,0.05041737219235132,Normal variation,Taxi,Normal,May
2023-05-29,73460,5,0,0,22,-1.5841069489899477,False,False,False,0.02659502464120289,Normal variation,Taxi,Normal,May
2023-05-30,98175,5,1,0,22,-0.2068760442831767,False,False,False,0.11758765634164092,Normal variation,Taxi,Normal,May
2023-05-31,112331,5,2,0,22,0.5819599131122937,False,False,False,0.13114007487848162,Normal variation,Taxi,Normal,May
2023-06-01,120617,6,3,0,22,1.0436930822970116,False,False,False,0.1199646819566772,Normal variation,Taxi,Normal,Jun
2023-06-02,116257,6,4,0,22,0.8007342821949877,False,False,False,0.11842503350581424,Normal variation,Taxi,Normal,Jun
2023-06-03,115502,6,5,1,22,0.7586622881406234,False,False,False,0.06901055181641225,Normal variation,Taxi,Normal,Jun
2023-06-04,98047,6,6,1,22,-0.21400877969901594,False,False,False,0.07326225338454972,Normal variation,Taxi,Normal,Jun
2023-06-05,101024,6,0,0,23,-0.048116956785317494,False,False,False,0.09837407261195907,Normal variation,Taxi,Normal,Jun
2023-06-06,118717,6,1,0,23,0.9378165409681479,False,False,False,0.11343478324491035,Normal variation,Taxi,Normal,Jun
2023-06-07,121066,6,2,0,23,1.0687133807478852,False,False,False,0.12440399723191176,Normal variation,Taxi,Normal,Jun
2023-06-08,116829,6,3,0,23,0.8326086935845193,False,False,False,0.1291406794541965,Normal variation,Taxi,Normal,Jun
2023-06-09,112634,6,4,0,23,0.5988444352294756,False,False,False,0.12185454640855364,Normal variation,Taxi,Normal,Jun
2023-06-10,110135,6,5,1,23,0.4595889211343018,False,False,False,0.07468821037739548,Normal variation,Taxi,Normal,Jun
2023-06-11,94844,6,6,1,23,-0.39249433858130556,False,False,False,0.07094060830330462,Normal variation,Taxi,Normal,Jun
2023-06-12,104834,6,0,0,24,0.1641933708267722,False,False,False,0.1026162975913662,Normal variation,Taxi,Normal,Jun
2023-06-13,115124,6,1,0,24,0.7375984288657232,False,False,False,0.12300040683160368,Normal variation,Taxi,Normal,Jun
2023-06-14,120213,6,2,0,24,1.0211803861407691,False,False,False,0.12619675545750497,Normal variation,Taxi,Normal,Jun
2023-06-15,125204,6,3,0,24,1.2993013428630629,False,False,False,0.10277732550282437,Normal variation,Taxi,Normal,Jun
2023-06-16,108609,6,4,0,24,0.3745533410985934,False,False,False,0.12078109670523818,Normal variation,Taxi,Normal,Jun
2023-06-17,103660,6,5,1,24,0.09877281318462174,False,False,False,0.0721897434421449,Normal variation,Taxi,Normal,Jun
2023-06-18,89997,6,6,1,24,-0.6625909679607803,False,False,False,0.07118615609854129,Normal variation,Taxi,Normal,Jun
2023-06-19,84349,6,0,0,25,-0.9773229181846865,False,False,False,0.0853092367036159,Normal variation,Taxi,Normal,Jun
2023-06-20,105921,6,1,0,25,0.22476589736596947,False,False,False,0.13426432253906567,Normal variation,Taxi,Normal,Jun
2023-06-21,113920,6,2,0,25,0.6705061363604854,False,False,False,0.13489102741497794,Normal variation,Taxi,Normal,Jun
2023-06-22,119059,6,3,0,25,0.9568743184073434,False,False,False,0.12276673970900043,Normal variation,Taxi,Normal,Jun
2023-06-23,111977,6,4,0,25,0.5622334417278633,False,False,False,0.12153995410201923,Normal variation,Taxi,Normal,Jun
2023-06-24,106682,6,5,1,25,0.2671722383929512,False,False,False,0.07113591294692956,Normal variation,Taxi,Normal,Jun
2023-06-25,92238,6,6,1,25,-0.5377123736881575,False,False,False,0.0772373626967402,Normal variation,Taxi,Normal,Jun
2023-06-26,97507,6,0,0,26,-0.24410000723458772,False,False,False,0.10506998037775173,Normal variation,Taxi,Normal,Jun
2023-06-27,107108,6,1,0,26,0.29091087344879113,False,False,False,0.13125406671785944,Normal variation,Taxi,Normal,Jun
2023-06-28,103574,6,2,0,26,0.09398050657710476,False,False,False,0.13559679335096514,Normal variation,Taxi,Normal,Jun
2023-06-29,102735,6,3,0,26,0.047227654906096025,False,False,False,0.1290682351717944,Normal variation,Taxi,Normal,Jun
2023-06-30,92846,6,4,0,26,-0.503831880462921,False,False,False,0.11016737781392211,Normal variation,Taxi,Normal,Jun
2023-07-01,79203,7,5,1,26,-1.2640811716995983,False,False,False,0.04258482780452233,Normal variation,Taxi,Normal,Jul
2023-07-02,66727,7,6,1,26,-1.9592999767621786,False,False,False,0.018896264848913824,Normal variation,Taxi,Normal,Jul
2023-07-03,62658,7,0,0,27,-2.1860429486922555,False,False,False,0.006897748948047511,Normal variation,Taxi,Normal,Jul
2023-07-04,56108,7,1,0,27,-2.551038393799654,True,True,True,-0.007262516031995236,Public Holiday — Independence Day,Taxi,Anomaly,Jul
2023-07-05,82702,7,2,0,27,-1.0691011621681805,False,False,False,0.09108753700495664,Normal variation,Taxi,Normal,Jul
2023-07-06,90794,7,3,0,27,-0.6181785450980938,False,False,False,0.11849533123741063,Normal variation,Taxi,Normal,Jul
2023-07-07,88347,7,4,0,27,-0.754536385430583,False,False,False,0.11102784499562607,Normal variation,Taxi,Normal,Jul
2023-07-08,88717,7,5,1,27,-0.7339183221191726,False,False,False,0.07807275472526887,Normal variation,Taxi,Normal,Jul
2023-07-09,77733,7,6,1,27,-1.345996179990877,False,False,False,0.05933265151866196,Normal variation,Taxi,Normal,Jul
2023-07-10,86552,7,0,0,28,-0.854561854738641,False,False,False,0.09695541656173684,Normal variation,Taxi,Normal,Jul
2023-07-11,101335,7,1,0,28,-0.030786638704645604,False,False,False,0.12518139247399357,Normal variation,Taxi,Normal,Jul
2023-07-12,107778,7,2,0,28,0.32824628539107464,False,False,False,0.13295660041519436,Normal variation,Taxi,Normal,Jul
2023-07-13,110309,7,3,0,28,0.46928498334020824,False,False,False,0.12900103564072113,Normal variation,Taxi,Normal,Jul
2023-07-14,96501,7,4,0,28,-0.3001588496434492,False,False,False,0.11863527265136664,Normal variation,Taxi,Normal,Jul
2023-07-15,97973,7,5,1,28,-0.218132392361298,False,False,False,0.0738256276102216,Normal variation,Taxi,Normal,Jul
2023-07-16,78423,7,6,1,28,-1.3075462781398686,False,False,False,0.06649771699241558,Normal variation,Taxi,Normal,Jul
2023-07-17,91430,7,0,0,29,-0.5827377660006426,False,False,False,0.10172707272159803,Normal variation,Taxi,Normal,Jul
2023-07-18,103877,7,1,0,29,0.11086502869428669,False,False,False,0.12380935883537708,Normal variation,Taxi,Normal,Jul
2023-07-19,108302,7,2,0,29,0.3574459209996665,False,False,False,0.12995588579228912,Normal variation,Taxi,Normal,Jul
2023-07-20,108980,7,3,0,29,0.39522712890543993,False,False,False,0.12904586557764475,Normal variation,Taxi,Normal,Jul
